Tweet;Etiket
orta okul günlerimi özledim ben keşke geri dönebilsek;üzgün
Çok şükür bugünde mutsuz yattık herkese kötü geceler ;üzgün
Çok mutsuz ve bok gibi olduğum için uyuyamadım sürekli bir şeyler yazmak istiyorum burası klozet gibi bir yer ;üzgün
Mutsuz yalnız ve fakirim. Uf ya. ;üzgün
Vedaları sevmiyorum, soguk oluyor, acı, mutsuz ;üzgün
ben mutsuz olmak için mi doğdum acaba ;üzgün
yalnızlık, ben ayrılmak istiyorum. ;üzgün
Çok ağlıyorum. Sebepli sebepsiz. Çok ağlıyorum.;üzgün
vazgeçtim anlamlı bir şekilde mutsuz oluyorum, kendi rızamla ;üzgün
Ben çok mutsuzum. Tırnaklarıma kadar mutsuzum.. Saç tellerime kadar mutsuz.. ;üzgün
ben ağlamaya gidiyorum. ;üzgün
insanların pişmanlığı olmamak için uğraşırken onlar benim pişmanlığım oldu garip;üzgün
Senin için değilde kaybettiğim ve boşa harcadığım zamana üzüldüm sadece;üzgün
Önceden çabalardım, artık yoruldum;üzgün
Öyle yorgunum ki boyle ayak bileklerimden asağısı sızlıyor, sağ omzum çanta askısından 3 cm çökmüş bile olabilir... ;üzgün
Hayatımın en zor zamanları askerlikti o bitkinlik yorgunluk anlatılamaz ;üzgün
üzüldüm tabi yazık oldu. Ayfon alıcam ayırdığım parayla.;üzgün
Böyle sağanak yağmur yağınca arabam dışardaysa çok üzülüyorum ıslanıyor diye ;üzgün
Bilinmedik bir hüzün var içimde .. Bir gariplik.. Yalnızlık mı suçlu, gece mi ..?;üzgün
Önce biraz zor gelecek ama alışacaksın üzülmeye ;üzgün
Bilinmedik bir hüzün var içimde, bir gariplik. Anladım ki, ya ben fazlayım bu şehirde yada biri eksik.;üzgün
Keşke beni senden vazgeçmek zorunda bırakmasaydın.;üzgün
Çal hadi bir yalnızlık şarkısı hüzün keder dert dolsun içimize ;üzgün
Artık, insanlara bi şeyler anlatmaktan yoruldum ve, hiç kimsenin peşinden de koşmakta istemiyorum artık..;üzgün
Bugün yapılan hain saldırıda hayatını kaybeden vatandaşlarımıza Allahtan rahmet yakınlarına başsağlığı yaralılara da acil şifalar diliyorum ;üzgün
Önemli olanı unutmak önemsiz küçük şeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ;üzgün
İstanbul şartları olup bitenden daha fazla etkilenip üzülmeye elden bir şey gelmemesine ve mutsuzluğu katlamaya birebir ;üzgün
Tuncelideki kazada hayatını kaybedenlere çok üzüldüm Yakınlarına sabır ve başsağlığı dilerim ;üzgün
Baktırdığım falların başı çıkıyor sonu çıkmıyor, falcı bacı ve falaaddine bir miktar kırgınım;üzgün
Hayat ölene kadar hissedilen zevklerden çekilen acılar çıkarıldığı zaman geriye kalandır ;üzgün
"Daha demin açtım Ceylan Ertem ""esmer'i"" kara kara niye hiç sevilmediğimi düşündüm işte bu üzücü.";üzgün
Bazı hisleri tek taraflı yaşadığım için kırgınım.;üzgün
Şu okulda bir şeyler kaybetmekten sıkıldım artık Okul okul değil kara delik sanki ;üzgün
Bülent Serttaş'ın mentionı beni çok üzdü ya, gördüğümden beri kalbim kırık.;üzgün
;üzgün
Tuncelide helikopter kazasında kaybettiğimiz şehitlerimize Allahtan rahmet dilerim, Büyük acı Işıklar içinde yatsınlar Başımız sağolsun ;üzgün
aynı şeyi düşünüp farklı dil konuşanlara çok üzülüyorum ;üzgün
Keşke suskunluğum saygımdan olsa ben saygıyı geçtim ben kırgınım;üzgün
Tükenmişlik sendromuna 22 imde yakalandım ;üzgün
Duygusal film izleyeyim dedim oturdum kendi hayatıma ağlıyorum;üzgün
Bende hasta olmaya başladım sıkıntıdan;üzgün
Her gün kötü bir güne uyanıyoruz bu ülkede ;üzgün
Ağlıyorum ya bu hayal sahneleri beni bitirdi;üzgün
Ya oturdum sıkıntıdan nat geo da ahmak bilimini izliyorum kim daha kötü tartışmayalım isterseniz;üzgün
Son farmakoloji dersini de veremedik ağlayacağım sayın seyirciler ;üzgün
Anlamak istemeyen anlamak isteyenin vaktini çalmasa keşke ;üzgün
Onca çektiğim sıkıntıdan sonra . Hiç kimsenin acısı açıkcası umrumda değil .;üzgün
Moralim harbiden çok bozuk yav harbi baya kötüyüm;üzgün
Patetes cipsi dünyada karşı koyamadığım tek yiyecek. Çok kötüyüm şu an;üzgün
Çok üzgünüm Hepimizin başı sağolsun bütün insanlığın ;üzgün
Üzüntüden, ağlamaktan kirpiklerim dökülüyor çok güzel şimdi de onları nasıl uzatacağım diye ağlıyorum.;üzgün
Uykuyla dinlenemeyecek kadar yorgunum artık... ;üzgün
Dert ortağım ayıcığımı kaybettim hüzünlüyüm;üzgün
Keşke çocukluğum karşımda dursa da ona bir kerecik sarılabilsem.;üzgün
Kafam cam kırıklarıyla dolu doktor Bu nedenle beynimin her hareketinde düşüncelerim acıyor anlıyor musun ;üzgün
kendimi üzgün hissediyorum, sanki tüm dünya’ya kırgınım.;üzgün
Keşke tek tüm yanlışlarımız , yazım yanlışları olarak kalsaydı.;üzgün
Tuncelideki kazada hayatını kaybedenlere çok üzüldüm. Yakınlarına sabır ve başsağlığı dilerim ;üzgün
Keşke hayal kırıklığı zayıflatsaydı, ne güzel şimdiye kadar yok olmuştum;üzgün
Hakkari Çukurca'da Şehit Düşen Kozan'lı Piyade Er Yusuf DEMİRYÜREK'E Allah'tan Rahmet Kederli Ailesine Başsağlığı Dilerim. ;üzgün
Hayal kurmazsan hayal kırıklığı da olmaz. Üzülmezsin işte. ;üzgün
İstanbul şartları olup bitenden daha fazla etkilenip üzülmeye elden bir şey gelmemesine ve mutsuzluğu katlamaya birebir ;üzgün
Yapılan fedakarlıklara vefasız oluşunuza kırgınım;üzgün
Kadir Akaras beyin babası vefat etmiş, Allah sabırlar versin, Kadir beye başsağlığı diliyorum.;üzgün
Ben böyle kadere çok kırgınım;üzgün
Fotoğrafta dolmuş gözlerini hissettim çok kötü oldum;üzgün
Yarın dersaneye ağlayarak gitmemek için erkenden yattım arka fonda uyku imkansız çalıyor şu an ;üzgün
Ağlıyorum şu an çok kötü oldum niye üzdünüz adamı ;üzgün
Önemli olanı unutmak önemsiz küçük şeyleri bunca detayla görmek Neden bunlarla zaman kaybediyoruz neden bu kadar yoruluyoruz ;üzgün
Bugün yapılan hain saldırıda hayatını kaybeden vatandaşlarımıza Allahtan rahmet yakınlarına başsağlığı yaralılara da acil şifalar diliyorum ;üzgün
Keşke ilk dersimiz beden eğitimi olsaydı ;üzgün
Kanatlarını kırıp karşınızdakinin, uçmasını bekliyorsunuz. Öyle olmuyor. Keşke olsa.;üzgün
Duygusal bir dizi izleyince aniden gelen ağlama hissi.;üzgün
Başım çatlıyor ağrıdan. Olabildiğince üzgünüm.;üzgün
Keşke tek sosyal medya twitter kalsa bi anda insta falan çökse;üzgün
Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.;üzgün
Hava soğuk ve senin yüzünden sarılamıyoruz sana bu yüzden biraz kırgınım;üzgün
En ufak abartı yok bu diyeceğimde. Bazı günleri, bazı insanları ve bazı anları özlemekten soldum, tükendim, halim kalmadı.;üzgün
Sen muhteşem bi detaysın ama benim artık detaylara takılacak halim kalmadı.;üzgün
İnsanların işi düşüklerinde aranan ve her işlerini çözen insan olmaktan bıktım, yoruldum artık... ;üzgün
19 liralık para üstünü bozuk para olarak veren garanti atmye kırgınım;üzgün
Biraz da sen gayret et bizim için, inan ben çok yoruldum.;üzgün
Herkes hak ettiğini yaşıyorsa eğer ben kime ne yaptım da mutsuzum.;üzgün
Yemin ederim hayatımın en umutsuz dönemlerindeyim ya bir şeylere heves etmeye bile halim kalmadı.;üzgün
Moralim bozuk ve ilgiye ihtiyacım var ama herkes uzakta;üzgün
Beni bu yaşımda ekmek almaya gönderen hayata da bir parça kırgınım.;üzgün
Mutlu olmamı gerektirecek bi sebep olmadığı için mutsuzum;üzgün
Biri benim yerime yaşayabilir mi benim halim kalmadı da;üzgün
Moralim o kadar bozuk ki böyle zamanlarda destek olacak biri olmalı yanında ama nerde bende o şans ;üzgün
Aslına bakarsan bir çok şeyden yoruldum mesela kendimden;üzgün
Ders çalışsam mutsuzum çalışmayınca vicdan azabı çekiyorum yine mutsuzum;üzgün
Bir şey beklemiyormuş gibi yapıp içime dünya kadar umudu sığdırmaktan da yoruldum.;üzgün
Alttan derslerimi sabahın körüne koyan sisteme de kırgınım;üzgün
Hayatta çok üzüldüm ağladım, çok yıprandım ama yaptığım hiçbir şeyden bir deneyim diye aldığım farklı rimel kadar pişman olmadım.;üzgün
Aslında moralim bozuk ama gülesim de geliyor;üzgün
Moralim bozuk, 10 sayfayı anlamadan okumuşum yine;üzgün
O kadar moralim bozuk ki zorla bile gülemiyorum;üzgün
Arkadaşlar moralim bozuk ben sigara kullanmıyorum biri benim yerime yakabilir mi?;üzgün
Moralim bozuk. Canım sıkkın. Param yok. ;üzgün
Moralim bozuk değil ama iyi de değil, bir derdim yok ama varmış gibi, kötü değilim ama iyi de değilim. Falan filan... .;üzgün
Sınav haftası ilgiye ihtiyacım var moralim bozuk;üzgün
Moralim bozuk ama niye bozuk onu bilmiyorum;üzgün
Kendimle anlaşamadığım gibide kimseyle anlaşamıyorum yoruldum;üzgün
Moralim bozuk ve kalbim hiç olmadığı kadar kırık;üzgün
moralim bozuk olduğunda herşeyi sorun haline getirip moralimi daha beter bozmak gibi bir yeteneğim var;üzgün
O kadar moralim bozuk ki şu an internet niye bu kadar kötü diye ağlıyorum;üzgün
şunu şöyle yazarken yüreğim parçalandı şu an çok mutsuzum;üzgün
çok mutsuzum , çok hastayım, çok yorgunum, bir parça merhamete hasretim. Güldürün beni biraz bari.;üzgün
yalnızım, mutsuzum, sıkıldım, çalışmak istemiyorum, açım;üzgün
Gece gece duvarımla uğraşıyorum çünkü sıkıldım;üzgün
aykut kocaman takımın başında haberiyle uyandım ya çok mutsuzum;üzgün
mutsuzum çünkü ders çalışamıyorum odaklanamıyorum sınav haftam yaklaştı ders çalışamıyorum her konudan eksiğim var hayattan sıkıldım;üzgün
o kadar mutsuzum ki artık kalbim fiziksel mi duygusal mı acıyor anlayamıyorum;üzgün
Çok mutsuzum diye ağlamak istiyorum;üzgün
Bazen kendimi çok mutsuz hissediyorum acaba gerçekten hep mi mutsuzum diye sorguluyorum;üzgün
Öyle laf olsun diye değil ama. Cidden şişmanım ve mutsuzum. Keşke ölsem.;üzgün
Mutsuzum hemde çok bazen sanki kimse beni sevmiyormuş gibi geliyor;üzgün
Tırnağım kırıldı diye mutsuzum yoksa başka bir sebep falan değil;üzgün
Bugün saat 10 dan uyumak istiyorum o kadar yorgun ve mutsuzum ki anlatamam;üzgün
Uzaylılar dünyadan sıkıldım gelin artık alın beni bi uzaylı istilasına ihtiyacım var;üzgün
Hayat artık beni diskalifiye et gözünü seveyim tükendim;üzgün
Sıradan çinko karbon piller gibi tükendim resmen.;üzgün
Belirsizliklerden çok sıkıldım, net olun.;üzgün
Haftaya sınavlarım başlıyor ve tükendim.;üzgün
Daha 3 gündür soğuk ve ben şimdiden tükendim;üzgün
Kendimi güçlü falan hissetmiyorum tükendim artık;üzgün
Tükenmişlik sendromuna yeni boyutlar getirecek kadar tükendim.;üzgün
Var ya böyle kendimi lime lime kesip ölmeyi beklemek istiyorum artık. İçime içime üzülmekten, kimseye anlatmamaktan tükendim.;üzgün
Sana kalan son gücümle geldim derken şaka yapmıyodum ve tükendim artık hiç bileye gücüm kalmadı;üzgün
Çok sıkıldım , azcık da şu tarafa doğru sıkılıyım;üzgün
Olmayınca zorlamaktan tükendim artık. Biri de çıksın benim için zorlasın tüm olmazları.;üzgün
Neden yıkılan köprüleri hep ben inşa ediyorum... Neden bir tuğla da siz koymuyor sunuz?? Yoruldum…Gerçekten yoruldum..;üzgün
Biraz da sen gayret et bizim için, inan ben çok yoruldum.;üzgün
Bazı insanlar espiri yapmasın gün boyunca yoruldum ya..;üzgün
Sana her dokunduğumda yanmaktan yoruldum;üzgün
Bazılarına o kadar kırgınım ki, kırgın olduğumu söylemeyecek kadar..;üzgün
Çevremde kimseyle konuşmak istemiyorum.İcimde fırtınalar kopuyor.Mutlu gibi görünmekten yoruldum.;üzgün
Her sene kurtulcam bu şehirden demekten ben yoruldum. Bir sal artık beni ya. Bu son kış olsun yeter.;üzgün
Ben gözlerimi bir sana açmışken senin bakar gibi yapıp dünyayı seyretmene kırgınım.;üzgün
Cidden çok sıkıldım resmen rezillik yeter artık bıktım;üzgün
hayatımın yarısı yediğim kazıkları çıkarmakla geçti ve yıprandım;üzgün
Kendimden taşınmak istiyorum artık çok yıprandım yeni sıfır bir ben lazım bana.;üzgün
Okumaktan bıktım bunaldım yıprandım;üzgün
Mahvoldum bittim sıkıldım bunaldım üzüldüm tükendim yıprandım kelimeleri benim için gibi sanki;üzgün
Sıkıldım yoruldum insanların ön plana çıkma istekleri istekleri çıkarları ... yıprandım;üzgün
çok sıkıldım ya siz sıkılmadınız mı gençler sanki saat geçmiyor;üzgün
Öyle kırgınım ki Hiçbir özrün telafi edemeyeceği kadar yoruldum yıprandım Beni üzen kıran Herkesten vazgeçtim ... !!!;üzgün
Geçmişte çok yıprandım o yüzden geleceğimi umursamıyorum;üzgün
Haftalardır çantamda kitap gezdirip bir türlü okumaya fırsat bulamıyorum yıprandım.;üzgün
Bildiğim tek şey fazlasıyla yıprandım, fazlasıyla tükendim. senelerce beklemek beni yordu çok yordu. hayal ettiğim o güzel günler gelsin artk;üzgün
Dgslilerin sorunu ne integral ne trigonometri.Şimdi sen kaç yıl daha okuyacaksın sorusu.Yoruldum anlatmaktan.;üzgün
Of bu sabah kimse mesaj atmamış günaydın falan filan diye, kırgınım;üzgün
Biraz da kayboldum, yoruldum ama kaçmadım savaş yanlısı saçlarından;üzgün
Keşke bütün sorunlarımı uyuyarak çözebilseydim, ben uyumayıp çözmeye çalışıp üstüne bir de çözemiyorum yaşayamıyorum ben hayatı;üzgün
Batak oynayan gelsin sıkıldım anam;üzgün
O kadar yoruldum ki herşeyden yanlış durakta indiğimi bile ana caddeye çıkınca anladım;üzgün
Neden yorgunsun sorusuna cevap aramaktan ve bunu sormasınlar diye gülümsemekten yoruldum.;üzgün
Okula bir gün gitmedim fare kesmişler bu arada şarj aletimi yurtta unuttum mutsuzum;üzgün
yine mutsuz olacak bir şey buldum kendime. çok mutsuzum..;üzgün
içimde neden bok gibi bir his var ve ben neden bu kadar mutsuzum;üzgün
Mutsuzum ve çok hastayım güldür beni doktor;üzgün
Çok mutsuzum Heidi'nin pislik Clara'nın evinde hapsolduğu bölümleri izleyip ağlıyorum.;üzgün
Şaşırmayı unuttuğumdan beri mutsuzum o yüzden acemi şeyler arıyorum sokakta;üzgün
Başım ağrıyor ve açlıktan bayılmak üzereyim, mutsuzum;üzgün
Arkadaşlar ben tükendim, siz devam edin.;üzgün
Ay tükendim nokta. Vizeler tükenmedi tükenmez kalem bile tükendi;üzgün
ay galiba tükendim pek emin değilim ama bence tükendim;üzgün
Yolda yürürken birden yere oturup tükendim yeter demek istiyorum;üzgün
Ben artık ne kadar tükendiğimi bile anlatamıyorum. Tükendim çünkü.;üzgün
Ve her acı insanı daha güçlü yapıyor. Çok yıprandım ama daha güçlüyüm.;üzgün
Sana uzaklardan feryat ediyorum, çamurlandım kirlendim yıprandım. Manasız herşey ve herşey anlamsız.;üzgün
Farkettim de son 5 gündür falan tweetlerimde vize kelimesi göze çarpıyor. Çok yıprandım.;üzgün
Bazı arkadaşlarımızı verip iki tabak mantı alabilsek keşke;üzgün
Hayatımın yarısı yediğim kazıkları çıkarmakla geçti ve yıprandım;üzgün
Not görmekten, sınava girmekten öğk geldi. Her gün robot gibi aynı şeyleri yapmaktan bıktım artık kuscam ;üzgün
Ya bıktım ben bıktım insanların beni aptal yerine koymasından bıktım ;üzgün
Bir haftadır sürekli limonlu sıcak su içmekten bıktım yeter hastalık peşimi bırak;üzgün
İnsanlardan insanlara laf anlatmaktan gerçekten sıkıldım .;üzgün
Fiziğin yeniden yeniden yeniden allah belasını versin ya yeter ya bıktım ;üzgün
Bebeler ben hasta olucam üşüyorum başım ağrıyor burnum ağrıyor halsizim mutsuzum benimle bir ilgilenin;üzgün
Ya ben sizin bu ergenliklerinizden çok sıkıldım;üzgün
"Sensiz; mutsuzum, ziyanım, kayıbım ve ölü bir adamım..";üzgün
Evime tablo almıştım 3 tane çogzel ama çerçeveleri kırık geldi iade ettim çok beğenerek almıştım mutsuzum :(;üzgün
Gratise giden varsa bana hediye alsın mutsuzum;üzgün
Çok mutsuzum, ya çiğköfte yemem lazım, ya makarna yemem lazım ya da alışveriş yapmam lazım.;üzgün
Hastanede kullandığım beyaz kalemim kırıldı o kadar mutsuzum ki;üzgün
Yıldım yıprandım soldum daha nasıl anlatılabilir bilmiyorum ama siz anlayın;üzgün
Çok yıprandım bunu da para cezasına çevirelim lütfen.;üzgün
Üzgünüm, tekrar birine kendimi anlatabileceğimi sanmıyorum.;üzgün
Kırıldım, döküldüm, yıprandım ve hiç kimsenin bundan haberi yok;üzgün
Bu hafta ben. İlk defa vize haftasında bu kadar yıprandım;üzgün
Üzgünüm ama gayet mantıklı konuşuyorum. Sadece siz anlayamıyorsunuz.;üzgün
Saat bir an once 6 falan olabilir mi.. çok bunaldım.;üzgün
Vizelerden o kadar bunaldım ki pazar sabahı ülkeyi terkedeceğim;üzgün
Keşke başka insanlara değil kendime güvenseydim, en azından yarı yolda kalmazdım;üzgün
Çok düşündüm çok bunaldım yeter eve tıkılıp kaldım çalış çalış nereye kadar biraz coşmak lazım;üzgün
Hiç hissetmediğim kadar özgür hiç olmadığım kadar mutsuz hiç düşünemeyeceğim kadar umutsuzum;üzgün
Yorgunum uykusuzum hastayım umutsuzum en kötüsü de mutsuzum tüm bunların tabikide okulla ilgisi var;üzgün
Kardeşime asphalt oynasın diye bilgisayarı verdim, pişmanım.;üzgün
Bir umuda sarılarak yaşıyorum ama aslında çok umutsuzum.;üzgün
Bayanlar ligine bahis almış gibi umutsuzum. Keyifsizim, halsizim. Başakşehir 1 olur.;üzgün
ben artık iyi şeyler olsun diye çaba sarf etmekten sıkıldım;üzgün
bu gece 7 senedir benimle olan emektar arkadaşım, canım kalemimi kaybettik, çok üzgünüm ;üzgün
Çok çok üzgünüm. Hem yitirdiğiniz canlarınız için hemde sizin ölmenize sevinen bizim öküzler için;üzgün
odamda örümcek var çok fazla üzgünüm her yerim kaşınmaya başladı kocaman;üzgün
okuldan erken çıktım yüzyılın olayları yaşanıyordur kesin şu an üzgünüm;üzgün
kafamı toparlayamıyorum bir kere gözlerim daldığında bir daha düzelemiyorum iyice tükendim bittim yokum;üzgün
Biriniz yüzünden hepinize duvarlar ördüm. Üzgünüm.;üzgün
Gratis nolur artık indirim yapma tükendim;üzgün
Bende tükendim ziyadesiyle ama insanlar tarafından değil bizzat kendi tarafımdan;üzgün
Kendime sürekli saksıyı çalıştır, biraz glikoz harca diye diye tükendim;üzgün
İki üniversite okumaya kalkan aklıma tüküreyim tükendim;üzgün
yolda yürürken birden yere oturup tükendim yeter demek istiyorum;üzgün
Moralim bozuk hadi bana moral depolayın;üzgün
Moralim bozuk baya bozuk öyle böyle değil nasıl bozuk ama varya;üzgün
Şu an o kadar moralim bozuk ki. Kulaklığımı unutmuşum. Güne puanım -1.500 ;üzgün
Gratiste %50 indirim var ama ben hala mutsuzum ;üzgün
Kokoreç yerken bile canım yanıyor çok mutsuzum;üzgün
O kadar mutsuzum ki yatağıma yatıp şarkı dinleyerek uykuya dalmak istiyorum ve sonsuza kadar o yataktan çıkmamakta tek hayalim;üzgün
Yeni aldığım kıyafetlerimi bir yerde unuttum ama nerde bilmiyorum çok mutsuzum çok efkarlıyım ;üzgün
Hesaplamalarıma göre düzenli sporu bıraktığımdan beri mutsuzum;üzgün
"Sensiz; mutsuzum, ziyanım, kayıbım ve ölü bir adamım..";üzgün
Yarın okula gitmek istemiyorum şimdiden anneme karnım ağrıyor diye ağlıyorum umarım sabahta inanır da gitmem ;üzgün
Şeytan diyor sat evi arabayı bitcoine para göm. 6 bin iken almadım pişmanım :(;üzgün
Hayrından umutsuzum getirme bari şerrini.;üzgün
yine üzgün ve mutsuz üstelik umutsuzum;üzgün
Mutsuzum umutsuzum çare yok mu yarına (Vizelerde geldiğim nokta);üzgün
Yorgunum, mutsuzum, umutsuzum ben bu üçgenin içinde kahrolup gidicem;üzgün
Zorla gezmeye götürülüyorum ağlayacağım;üzgün
Sporda yıldız tilbe dinliyorum o kadar umutsuzum işte;üzgün
Artık fal bile kapatmıyorum o kadar umutsuzum;üzgün
Sen 12 saatlik yoldan turşu getir bozuk çıksın. Moralim bozuldu;üzgün
Moralim bozuk diye telefon aldım yine moralim düzelmedi. Uçurumdan atın beni ya;üzgün
Moralim hala çok bozuk 1-2 gün fazla online olamam hakkınızı helal edin;üzgün
Puscifer ı yeni keşfettiğim için çok pişmanım. :( ;üzgün
bugün hepimiz erken yatıcaz moralim bozuk;üzgün
Çok özledim ama uzak durmak zorundayım, bu acıyı bilemezsin.;üzgün
Huzursuzum. Mutsuzum. Iyiler gidiyor. Dünyayı kötüler sardı. Dört duvar üzerime geliyor.;üzgün
Montreal’de hava -6 dereceymiş moralim çok bozuk.;üzgün
Moralim o kadar bozuk ki Avrupa Yakası izleyip moralimi düzeltmeye çalışıyorum şu an;üzgün
Keşke verdiğimiz değere biraz olsun değseniz;üzgün
küfür olduğu için üzgünüm yakışmadı bana;üzgün
Anam beni zorla akraba ziyaretine götürüyor, üzgünüm;üzgün
Doğru olmayan bir şeyi kabul edemem, üzgünüm. :(;üzgün
Bence Türkiye diyet yapılabilecek bir ülke değil, üzgünüm.;üzgün
Kendime zor katlanıyorum ben, sizin boş triplerinizi hiç çekemem üzgünüm;üzgün
Bugün bu hayat beni çok yordu ya yemin ederim yıprandım fanusta yaşıyorum;üzgün
Gözlerinin yeşilini değil ormanın yeşilini özledim.;üzgün
Her şeyin bilincindeyim keşke olmasam;üzgün
Yoruldum. Yıprandım. Tükendim. Ben bu sefer harbi bittim.;üzgün
Keşke tüm umutlarımı kaybettiğim anda bir mucize olsa, mesela tam şu an.;üzgün
üzgünüm seni üzdüm ama pişman değilim;üzgün
Hayal kırıklığı yaşamaktan yıprandım;üzgün
Umarım gözlüğüm gelmiştir özledim;üzgün
Büyü var sanırım üstümde ya mutlu olacakken birileri bozuyor vallahi bu nedir bıktım ya;üzgün
Anasayfam da özledim tweetleri görüyorum biri de beni özlesin... .;üzgün
Bıktım 2.438 takipçiden ya unf atın azalsın ya da bir şekilde artsın;üzgün
Üstüm başım dağınık çünkü bıktım dünyadan Her taraf karanlık, beni çıkarın burdan;üzgün
Üzüldüm ama bunları yedirdiğin dutlara sayıyorum;üzgün
Özledim... Söyleyeceklerim bu kadar, kısa ve derin.;üzgün
Köyde yaşadığım günleri ve inekleri otlatmayı özledim;üzgün
Yanıldığımı sanmıştım üzüldüm bugün gördüm ve bir kez daha kimseye güvenmemek gerekiğini anladım;üzgün
O uykuyu otobüste uyuyarak tükettiğim için üzgünüm;üzgün
Aşırı yorgun ve mutsuzum. Galiba hayattan bir beklentim de yok;üzgün
Yine bir dönüş vakti Ve içimde bir dem hüzün..;üzgün
O günden beri, evet seni sevdiğim, unutmak istediğim o günden beri çok mutsuzum..;üzgün
aramızda kalsın demeseydin keşke üzgünüm sevdiceğim :(;üzgün
Bugün çok yorgun ve mutsuzum, bir an önce ölmek istiyorum;üzgün
Yine herkes Maraş'a gittiği için biraz mutsuzum;üzgün
Bugün Fotoğraf çekilme arkadaşım tarafından ekildim taksimin göbeğinde mutsuzum.;üzgün
Tükenmişlik sendromu yaşıyorum gerçekten tükendim;üzgün
ALESi, formasyon sınavı, alan sınavı galiba ben tükendim siz devam edin;üzgün
Üzgünüm ama ben mutsuz olduğumda sadece Sezen Aksu dinlerim.;üzgün
Herkes güçlü olmamı bekliyor ama ben gerçekten tükendim;üzgün
Kitap okumayı özledim..;üzgün
Vizeler bitti bende bittim. Tükendim yeminle;üzgün
Naifçe gayrimeşru kovalardık, özledim o yılları.;üzgün
Hafız beni ağlatma zaten üzgünüm;üzgün
Özledim diyorsun mektubunda. Sadece kuru bir özledim mi yazdı yanık yüreğin. ;üzgün
"Kaygılı insanlarla dertleşmeyi seviyorum çünkü anlaşıldığımı hissediyorum. Bıktım ""abartma, boşver"" diyenlerden";üzgün
Yazılılar her şeyi engelliyor bıktım bıktım stresinden de kendisinden de;üzgün
Anlayışlı taklidi yapmaktan bıktım toplu katliam yapıcam o olucak;üzgün
Gene grip oldum bıktım ya;üzgün
Bıktım ya neden bu kadar beleşçisiniz arkadaşlar;üzgün
Artık İngilizce dersler çalışmaktan bıktım.. Bir an önce vizeler bitse de Portekizce, Almanca ve İspanyolca çalışmaya geri dönsem;üzgün
Instagramda yanlışlıkla herkese kalp göndermekten bıktım kaldırın artık şu özelliği;üzgün
Of ben yine niye dertlendim durduk yere ya resmen boş vakitlerimde hobi olarak kendime dert ediniyorum;üzgün
Sonra da Ceren dalga geçti oluyor, gece gece dertlendim;üzgün
Sen anlat Karadeniz paylaşımlarından bıktım;üzgün
Benim gelmemi mi bekliyorlar nedir bıktım inşaat sesinden;üzgün
Üzgünüm size çok destek olamıyorum hafta sonu malum misafirlik ;üzgün
Kaç gündür dershaneye gitmiyorum özledim galiba;üzgün
bugün yıkığım biliyor musun bezginim çaresizim umutsuzum;üzgün
emin olma duygusunu çok özledim ya nereye elimi atsam hep şüphe;üzgün
Merhaba antalyadan gidiyorum biraz hüzünlüyüm;üzgün
Bugün güne yarın K.maraşa gideceğimi hatırlayarak uyandım. Hüzünlüyüm.;üzgün
Trabzondayken evde olduğum her saat için hüzünlüyüm;üzgün
bu gece tüm kankalarımı kaybettim hüzünlüyüm elleşmeyin ;üzgün
Gereksiz zaman kayıpları için köpek gibi pişmanım lan;üzgün
Bugün Fatih Istanbul'u fethedemeden bitirdik okulu hala hüzünlüyüm;üzgün
Yarın deneme sınavı var 2 gün boyunca uyuyacaktım ben ya hüzünlüyüm ::/;üzgün
Ben artık kendimi savunmaktan yoruldum demekten bıkmadınız mı ;üzgün
Yoruldum artık ya cidden düşünmekten falan çok yoruldum;üzgün
İhtimallerden yoruldum olmucaksa olmasın artık;üzgün
Bir tren camından dünyayı gördüm, haline üzüldüm.;üzgün
Naim Süleymanoğlu vefat etmiş çok üzüldüm. Mekanı cennet olsun. Hoşçakal dev adam. ;üzgün
Bana yalan söylediğine üzülmedim, bundan sonra sana inanamayacağıma üzüldüm.;üzgün
Şehitlerimiz var. Çok üzgünüm. Allah makamına erdirsin. Milletimizin başı sağolsun.;üzgün
üzgünüm senin için yanıcak canım kalmadı;üzgün
Çok kötüyüm kankalarımdan bir tanesi İtalya’ya bir tanesi askere gidiyor ne oluyor;üzgün
sen terkettin, sen çağırdın. sen kırdın, sen sitem ettin ama hala ben kötüyüm.;üzgün
Çok mutsuzum ama adonisimi kaybedersem daha mutsuz olucam alışverişi ;üzgün
Gratise vereceğim parayı kpss kitaplarına verdiğim için fazlaca mutsuzum;üzgün
Ben sana çok kırgınım. Tarifi yok bunun..;üzgün
ragnar öldü, aşırı mutsuzum. vize haftası bile böyle koymamıştı... ;üzgün
aşkım çok kötüyüm hemen beni istemeye gelebilir misiniz.;üzgün
Kalbim dayanamayacak ağlıyorum… Telefonu bırakıyorum… Kötüyüm... ;üzgün
bundan sonra kimseye ücretsiz arkadaşlık hizmeti vermiyorum çiçek gibi çocuğum yıprandım artık;üzgün
Bu duyguları kaybettiğimiz için çok üzgünüm. ;üzgün
İster misin şimdi “Seni çok özledim” diye mesaj geliyormuş.;üzgün
