Article,NewsType
"Scotland defeated Hong Kong under D/L method in the rain-affected match in the World Twenty20 first round group B here at the Vidarbha Cricket Association Stadium Saturday night.Scotland had gone 20 matches in ICC global events - since the 1999 World Cup - without a win. The losing streak hung like Coleridge's albatross around their necks. They were desperate to shake it off.In their 21st match, against Hong Kong on an unexpectedly rainy night in Nagpur, they finally did it and exited the World T20 with an eight-wicket win, which was set up by a sharp bowling performance.The portents were clear right from the third ball of the match. Left-arm spinner Mark Watt gave generous flight as the ball gripped the cracked pitch and tested Jamie Atkinson with slow turn. Some balls turned like that, some skidded on, while others stopped on the batsmen.The trio of Watt, Con de Lange, and Matt Machan combined to send Hong Kong on a tail spin with figures of 12-0-66-4.Rain gave Hong Kong brief respite, and the contest was then reduced to a 10-over shootout, after which Scotland overhauled the revised target of 76 with ease.George Munsey kick-started the chase with a flurry of fours. By the time he holed out, Scotland had knocked off more than one fourth of their target. And by the sixth over Scotland had dashed past 50, with several of their players lining up by the edge of the boundary to celebrate.",sports
"Pakistan cricket team arrived in India on Saturday evening to participate in the World Twenty20 cricket tournament amid tight security arrangements.According to local media, hundreds of fans gathered to welcome the players as Pakistani team and support staff reached the Netaji Subhas Chandra Bose International Airport in the evening .Times of India reported that Shahid Khan Afridi reciprocated the warm gestures, waving at the crowd before leading his team-mates into two buses as they went straight to hotel.Hundreds of security personnel are said to have been deployed for the security of Pakistani team.On Friday, Pakistans Interior Ministry cleared the national cricket team would travel to India for the World Twenty20 after getting the full security assurances from Indian authorities following concerns about player safety.Pakistan had earlier said its mens and womens teams would travel to India only after New Delhi gave a public guarantee on the safety of its players.Both teams were scheduled to depart for India earlier this week, but the departure was put on hold due to the controversy over security assurances.The ICC moved Pakistan-India clash from Dharamsala to Kolkata, after the report of a three-member delegation from Pakistan that visited India to assess security arrangements in Dharamsala.",sports
"Hong Kong set a target of 128 for Scotland in a dead rubber match of the first round Group B in the World Twenty20 here at the Vidarbha Cricket Association Stadium on Saturday.Winning the toss, Hong Kong captain Tanwir Afzal elected to bat first but his top-order batsmen failed to make a good start.At 33 for three, Mark Chapman and Anshuman Rath came to rescue and added 49 runs for the fourth wicket before Rath departed for 21.Then again wickets began falling at regular intervals and Chapman also gone out after top scoring with 40 runs. Then 28 runs were added in the last two overs and Hong Kong reached 127 for seven.Scotland made three changes - Con de Lange, the left-arm spinner, came in for off-spinner Michael Leask. Safyaan Sharif and Alasdair Evans were left out for Rob Taylor and Gavin Main.Hong Kong made one change - seamer Adil Mehmood, who had made his debut against Afghanistan last month in the Asia Cup, replaced Haseeb Amjad.",sports
"Hong Kong captain Tanwir Afzal opted to bat in a dead rubber against Scotland, who were chasing their first win at an ICC event in 20 attempts since the 1999 World Cup.Preston Mommsen, the Scotland captain, conceded that he had preferred to bat as well, on a cracked pitch in Nagpur that showed signs of turn in the first match of the day between Afghanistan and Zimbabwe.Scotland made three changes - Con de Lange, the left-arm spinner, came in for off-spinner Michael Leask. Safyaan Sharif and Alasdair Evans were left out for Rob Taylor and Gavin Main.Hong Kong made one change - seamer Adil Mehmood, who had made his debut against Afghanistan last month in the Asia Cup, replaced Haseeb Amjad.Teams:Hong Kong : Jamie Atkinson (wk), Ryan Campbell, Babar Hayat, Mark Chapman, Anshuman Rath, Nizakat Khan, Kinchit Shah Tanwir Afzal (captain), Aizaz Khan Adil Mehmood, Nadeem AhmedScotland: George Munsey, Kyle Coetzer, Matthew Cross (wk), Matt Machan, Richie Berrington, Preston Mommsen (captain), Con de Lange, Josh Davey, Rob Taylor, Mark Watt, Gavin Main",sports
"Afghanistan, an ICC associate defeated full member Zimbabwe by 59 runs in the qualifiers first round group B match to enter the Super 10s stage of the World Twenty20 here at the Vidarbha Cricket Association Stadium on Saturday.Batting first after winning the toss, Afghanistan piled up a big total of 186 for six and then bowled out Zimbabwe for 127 in 19.4 overs.Zimbabwe failed to chase the huge target as none of their batsmen could resist against Afghan bowlers, who all were among the wickets except Gulbadin Naib.The highest score was just 17 not out, made by Tinashe Panyangara, who was also the most successful bowler with three for 32.For Afghanistan, pace bowlers Rashid Khan and Hamid Hassan captured three for 11and two for 11, respectively.Mohammad Nabis career-best 52 helped Afghanistan recover from a mid-innings wobble and build on a strong start to post a total Zimbabwe never looked capable of chasing.Nabi and Samiullah Shenwari recorded their second-highest partnership after a rip-roaring start from Mohammad Shahzad.Before Nabi and Shenwari came together, Zimbabwe had taken four wickets in 20 balls. But their 98 runs off 64 balls lifted Afghanistan up to a rock-solid total.Nabi smashed two sixes and four boundaries in his 32- ball innings while Shenwari made 43 from37 balls with four fours and a six and Shahzad scored 40 off 23 balls with seven fours and a six.",sports
"Afghanistan piled up their best total in a World T20 match when they batted first in the tournaments qualifiers of the first round group B encounter against Zimbabwe here at the Vidarbha Cricket Association Stadium in Jamtha on Saturday.After winning the toss, Afghanistan decided to bat first and amassed 186 runs for six in the 20 overs with the help of brilliant knocks from Mohammad Nabi, Samiullah Shenwari and Mohammad Shahzad.Nabi smashed 52 off 32 balls with two sixes and four boundaries, Shenwari made 43 from37 balls with four fours and a six while opener Shahzad scored 40 off 23 balls with seven fours and a six.Nabi and Shenwari, who had to rebuild after a rip-roaring start from Shahzad, recorded their second-highest partnership. Before they had come together Zimbabwe had taken four wickets in 20 balls. But their 98 runs off 64 balls lifted Afghanistan up to a rock-solid total.Zimbabwean pacer Tinashe Panyangara claimed three wickets for 32.",sports
"Afghanistan captain Asghar Stanikzai won the toss and elected to bat first against Zimbabwe in the World T20 qualifiers of the first round group B here at the Vidarbha Cricket Association Stadium in Jamtha on Saturday.The match will be a knockout clash between the two teams as the winner of will enter the Super 10s stage of the World T20. Both teams have won two games each in the group stage so far and Zimbabwe's wins have come defending totals.Their batting line-up has struggled upfront but they did not make any changes to their XI in the must-win encounter.Afghanistan seemed to hold all the aces, having beaten Zimbabwe in all four of their previous T20I encounters and securing a comfortable win over Hong Kong.They kept the same team from that match for this one and expected conditions to be similar to what they were on Thursday.Teams:Zimbabwe: Hamilton Masakadza (captain), Vusi Sibanda, Richmond Mutumbami (wk), Sean Williams, Sikandar Raza, Malcolm Waller, Elton Chigumbura, Donald Tiripano, Wellington Masakadza, Tinashe Panyangara, Tendai ChataraAfghanistan: Mohammad Shahzad (wk), Noor Ali Zadran, Asghar Stanikzai (captain), Gulbadin Naib, Mohammad Nabi, Samiullah Shenwari, Najibullah Zadran, Shafiqullah, Rashid Khan, Dawlat Zadran, Hamid Hassan",sports
"Pakistan cricket team on Friday night left for India via Abu Dhabi to participate in World Cup Twenty20 after getting full security assurances from Indian authorities.The 15-men squad led by skipper Shahid Khan Afridi left for Abu Dhabi from where the green shirts will travel to Kolkata on Saturday evening.Head coach Waqar Younus and Manager Intikhab Alam are among the 12 officials of from Pakistan.On Friday, Pakistans Interior Ministry cleared the national cricket team to travel to India for the World Twenty20 after getting the full security assurances from Indian authorities following concerns about player safety, the Pakistan Cricket Board (PCB) said.Pakistan had earlier said its mens and womens teams would travel to India only after New Delhi gave a public guarantee on the safety of its players.After a solid guarantee from New Delhi, Pakistans mens and womens cricket teams had been given a go ahead to travel to India.Both teams were scheduled to depart for India earlier this week, but the departure was put on hold due to the controversy over security assurances.The ICC moved Pakistan-India clash from Dharamsala to Kolkata, after the report of a three-member delegation from Pakistan that visited India to assess security arrangements in Dharamshala.",sports
"The World Twenty20 has provided a stage for Asian sides to flourish in its short history and host India's scintillating form leading up to the tournament will only fuel local hopes that the trend will continue.India, Pakistan and Sri Lanka have won three out of the five stagings of the biennial tournament, while the 2010 final was the only one that did not feature a team from South Asia.Former players and pundits have been united in endorsing India, who won the 50-over World Cup at home in 2011, as favourites to add a second World Twenty20 title to their cabinet and given the side's run of form, it is hardly surprising.Mahendra Singh Dhoni's men have won 10 of the 11 Twenty20 contests they have played this year, including a 3-0 win in Australia, and have looked supremely balanced with their often-soft bowling attack also showing plenty of bite.The only worry for India's fanatical cricket following will be that the team have peaked too early and they will be desperately hoping that the law of averages catches up with them after the final at Kolkata's Eden Gardens on April 3.While India have enjoyed a relatively trouble-free build up to the tournament, it has been far from smooth sailing for fellow Asian contenders Pakistan and Sri Lanka.Pakistan, the 2009 champions, arguably have the most potent pace attack with left-arm fast bowler Mohammad Amir seamlessly integrating into the side after a five-year spot-fixing ban.But Shahid Afridi's men have had troubles with their top-order, prompting the selectors to twice tinker with the squad and a row over security leading to a venue change for the highly charged India match will not have helped matters.Defending champions Sri Lanka have failed to adequately replace retired batting stalwarts Kumar Sangakkara and Mahela Jayawardene after their 2014 World Twenty20 triumph and were forced to install Angelo Mathews as their new captain this week.The island nation have lost recent series against New Zealand, India and a woeful Asia Cup display led to the sacking of the entire selection panel.The team and their supporters will keep their fingers crossed on the fitness of pace spearhead Lasith Malinga, who relinquished the captaincy due to the slow recovery of his injured knee but insists he can still play a part.AUSTRALIA'S T20 CONUNDRUMAustralia will look to end their lack of success in the format and add the T20 title to their 50-over World Cup triumph on home soil last year, banking on their explosive batting line-up to make up for the lack of a potent spinner.They have not left anything to chance though, replacing Aaron Finch with test and one-day international skipper Steve Smith to lead the side, who have had a number of players plying their trade in the Indian Premier League (IPL) over the years.Another side hoping the experience of playing in the IPL will come in handy for their players will be South Africa, who once again will be determined to shed their 'chokers' tag at another global championship.AB de Villiers, believed by most to be the most destructive batsman in world cricket, has often entertained crowds in India during the IPL with his 360 degree batting and South Africa will hope the 32-year-old can end their wait for a World Cup title.FEARLESS ENGLANDJos Buttler, Alex Hales and Eoin Morgan will believe they can be match de Villiers' pyrotechnics for England but the 2010 champions' bowling attack appears short of experience.They also have a powerful striker in Ben Stokes and the dependable Joe Root with the willow but it is to be seen if the batting can gloss over their bowling shortcomings.Fellow contenders New Zealand may have a few psychological issues to resolve if they are to overcome their tendency to come up short on the big stage.Their preparations have been overshadowed by the recent death of former captain Martin Crowe while the retirement of Brendon McCullum has robbed them of an exceptional reader of the game with unbridled batting firepower.Darren Sammy will also have to inspire an understrength West Indies team, who just weeks ago were planning to boycott the tournament over a contractual dispute, if the 2012 champions are to stand any chance of winning a second title.",sports
"Five-times grand slam tennis champion Maria Sharapova hit out at some media accounts of her doping case that she termed ""wrong"" in an open letter to her fans on Facebook on Friday.Sharapova, who tested positive for the banned drug meldonium at the Australian Open in January, is facing a suspension of up to four years by the International Tennis Federation (ITF) and has already lost numerous sponsorships in the aftermath.The former world number one thanked her fans for their ""tremendous outpouring of support"" before launching into a critique of what she believed were some inaccurate reports.""A report said that I had been warned five times about the upcoming ban on the medicine I was taking. That is not true and it never happened,"" Sharapova wrote.The 28-year-old Russian said she was making no excuses for not knowing about the ban that went into effect on Jan. 1, but said that after the first announcement, other notices were ""buried in newsletters, websites, or handouts.""""Again, no excuses, but its wrong to say I was warned five times,"" said Sharapova, who has said she took the drug for 10 years due to a family history of heart issues and diabetes.The World Anti-Doping Agency (WADA) added meldonium to their banned substance list after concluding that it improves blood flow and boosts exercise capacity.""Im proud of how I have played the game. I have been honest and upfront,"" Sharapova said.""I look forward to the ITF hearing at which time they will receive my detailed medical records.""I hope I will be allowed to play again.""",sports
"Bangladesh won by 54 runs under D/L method in the rain affected World Twenty qualifiers Group A match against Oman here at the Himachal Pradesh Cricket Stadium on Sunday.Oman struggled in the chase, losing wickets regularly before rain made regular appearances and disappearances to shorten the game continually.In the end, Oman faced a task they could not keep up with and succumbed to a 54-run loss. Oman can take a lot away from this tournament, though. That win against Ireland will give their game a lot of confidence. Tamim Iqbal creamed the Oman bowlers to score Bangladesh's maiden T20 international century and secure his team's berth in the main draw of the tournament.His hundred set up a total of 180 for 2, which Shakib Al Hasan defended by razing the middle order on a rainy night in Dharamsala.Oman, who were flying high after a victory against Ireland, were shackled to 65 for 9 in 12 overs.The match was interrupted twice by rain and Oman's target was revised to 120 in 12 overs. They effectively needed 75 off 22 balls after the second break.Oman then lost a spate of wickets and were never going to get close, bringing to an end a frustrating week in Dharamsala, where bad weather affected four of the first-round matches.",sports
"Opener Tamim Iqbal guided Bangladesh with a brilliant unbeaten century to set a difficult target of 181 for Oman in a must-win match in the qualifiers Group A of the World Twenty20 here at the Himachal Pradesh Cricket Stadium on Sunday.The side that wins this game will go through to the main draw of the World T20.Sent into bat, Bangladesh made 180 for two, thanks to Tamim who ecame the first Bangladeshi batsman to score a hundred in a T20 International.Playing his 49th T20I, he also became the first Bangladeshi player to score 1000 or more runs in this format.The other most in-form batsman Sabbir Rehman along with Tamim added 97 runs for the second wicket before being bowled by leg-spinner Khawar Ali for 44 scored off 26 balls with five fours and a six.Tamims opening partner Soumya Sarkar was bowled by left-arm spinner Lalcheta for 12 while Shakib Al Hasan scored an unbeaten 17 from nine balls with a six and two boundaries.Shakib, who is playing his 50th T20I, needs only four runs to complete 1,000 runs.",sports
"Oman captain Sultan Ahmed won the toss and decided to bowl in their knockout game against Bangladesh in the World Twenty20 first round Group A match here at the Himachal Pradesh Cricket Association Stadium on Sunday.The side that wins this game will go through to the main draw of the World T20.The toss was delayed by 13 minutes because the Ireland-Netherlands match ended only around 6.56 pm following a long rain delay.Both teams were unchanged from their previous games. Oman were going with the same line-up that beat Ireland while Bangladesh were playing the same XI that played the abandoned game against Netherlands.Teams:Bangladesh: Tamim Iqbal, Soumya Sarkar, Sabbir Rahman, Mushfiqur Rahim (wk), Shakib Al Hasan, Mahmudullah, Mohammad Mithun, Mashrafe Mortaza (captain), Al-Amin Hossain, Abu Hider, Taskin AhmedOman: Zeeshan Maqsood, Khawar Ali, Jatinder Singh, Adnan Ilyas, Mehran Khan, Aamir Kaleem, Amir Ali, Sultan Ahmed (captain &amp; wk), Ajay Lalcheta, Munis Ansari, Bilal Khan",sports
"Netherland defeated Ireland in a dead rubber curtailed by rain to six-overs-a-side World Twenty qualifiers Group A match here on Sunday.Netherland after sent into bat, made 59 for five in six overs and later restricted Ireland to 47 for seven to win the match by 12 runs.There was snow on the mountain tops in Himachal Pradesh, if the drizzle had cleared the temperatures were plunging and Ireland felt the chill as once they were again tormented by the side in orange.The orange flash at deep midwicket that sparkled most brightly of all came 14 balls into Ireland's pursuit of 60 and belonged to Pieter Seelaar as he sprinted along the midwicket boundary before clinging to a slick diving catch.Paul van Meekeren banged the ball in back of a length, Kevin O'Brien's pull was middled, but the shot that might have broken the run chase (had it gone for six Ireland would have been 34 for 1 after 14 balls) was instead the harbinger of Ireland's growing despondency.As for van Meekeren, a return of 4 for 11 will awaken a little interest, one suspects, in English county cricket. By the time he began the final over, Ireland were still 20 short, and he demolished the stumps of Max Sorensen and George Dockrell to ensure there was no monkey business.Both sides were already eliminated but Netherlands were happy to get the consolation win..Only one Ireland player was allowed to bowl two overs and Dockrell's left-arm spin proved to be a wise choice, registering 3 for 7, and producing catching opportunities from three of his first five balls, two of which were taken. Seven dot balls out of 12, including an over in the Powerplay, was an astounding effort that might have brought victory.Dockrell found turn all the same as Netherlands' batsmen floundered against him. Tom Cooper slogged his third ball to mid-on, affording the opportunity to prey upon Roelof van der Merwe who was promoted to No. 3.It did not work out for van der Merwe. Twice, he slogged Dockrell's left-arm spin to the legside. Kevin O'Brien spilled the first - a slice to long-off and a grimace from O'Brien as he landed heavily, but van der Merwe's next attempt was entirely bungled and he fell off the cue end at short third man.The coup de grace came in Dockrell's second over when his turn outdid Wesley Barresi as he came down the pitch, leaving Niall O'Brien with a simple stumping.Stephan Myburgh was dropped on 9 by Paul Stirling at deep midwicket but was still restrict to 27 from 18 balls. When he was run out against the penultimate ball, the damage had been limited. Dockrell bowled only one ball at him - the first ball of his spell - and got away with a leg bye off his waist.Stirling addressed Ireland's chase when he twice walked across his stumps in Tim van der Gugten's first over to flick him over fine leg for six. But Seelaar's thrilling intervention changed the complexion of the game and Stirling fell to the next ball, his ramp shot was collected at third man.At 28.3 off 2.3, Ireland had opportunity even in a six-over game for a settling period, but their plight worsened when Gary Wilson and Stuart Poynter departed against van der Merwe within three balls - Wilson falling to a reverse sweep, Poynton skying a rustic slog.With 25 needed from two, and only five wickets remaining, Netherlands were suddenly favourites. A fine penultimate over from Mudassar Bukhari meant 20 were needed off the last. They never got close.",sports
"Ireland captain William Porterfield won the toss and opted for bowling first against Netherland in a dead rubber of the first round group A match of the World Twenty20 here on Sunday.However, the play has been delayed due to interruption by rain. There was snow on the peaks and Ireland and Netherlands were feeling the chill.Ireland team is unchanged from the Bangladesh wash-out.Teams:Netherlands: Stephan Myburgh, Wesley Barresi (wk), Ben Cooper, Tom Cooper, Peter Borren (captain), Roelof van der Merwe, Pieter Seelaar, Mudassar Bukhari, Ahsan Malik, Timm van der Gugten, Paul van MeekerenIreland: William Porterfield (captain), Paul Stirling, Gary Wilson, Niall O'Brien (wk), Kevin O'Brien, Andrew Poynter, Andy McBrine, George Dockrell, Max Sorensen, Tim Murtagh, Boyd Rankin",sports
"Pakistan captain Shahid Afridi on Sunday said that his players were happy to play in Kolkata as they have a good track record there.Speaking at a press conference at Kolkatta's Eden Gardens today, the flamboyant all-rounder said that his side was physically and mentally fit to play in India, and that they were pleased to play there.""We have always enjoyed playing in India. People here always give us a lot of love,"" he said. ""There are very few nations where I've enjoyed cricket as much as I've enjoyed cricket in India.""He said despite the delay in arriving, the team was mentally prepared to travel to India for the World T20.""Practice was going on. We were physically and mentally prepared that we'll definitely go (to India),"" he said.The Pakistan team arrived in Kolkatta amid tight security on Saturday evening.The team is scheduled to face Sri Lanka in their first warmup on Monday, and will kickstart their WT20 campaign on March 16 in Kolkata. The 2009 winners are scheduled to face rivals India at the same venue on March 19.Pakistan's fast bowler Wahab Riaz and all-rounder Shoaib Malik also spoke to media during the press conference.",sports
"England beat Mumbai Cricket Association XI by 14 runs in their World Twenty20 warm up match here on Monday.There was no coin toss as it was already decided that England would bat first.England made 177 runs for eight wickets in their 20 overs as Joe Roots was the top scorer with 48 from 34 balls. He hit three fours and two sixes.Other prominent scorers were Alex Hales (37), Jason Roy (32) and Ben Stokes (30) while their captain Evoin Morgan was the only other batsman to get into the double figures.For Mumbai CA XI, left-arm fast bowler David Willey was the most successful bowler with three for 35 including a hat-trick with the wickets of Joe Root, Moeen Ali and Chris Jordan.Mumbai CA in reply, scored 163 for six with a half-century by opener Jay Bista.Bista made 51 off 37 balls with five fours and two sixes while James Vince scored 45 from 38 balls with four boundaries and a six. Jos Buttler hit 25.Pacers Jos Taylor and Chris Jordan claimed two wickets each while fast bowler Liamm Plunkett took one wicket.",sports
"Pakistan defeated Sri Lanka by 15 runs in their World Twenty20 warm up here at Eden Gardens on Monday.Batting first after they won the toss, Pakistan scored 157 runs for five wickets and later restricted Sri Lanka to 142 for nine.Left-arm spinner Imad Wasim captured four wickets for 25 while left-arm fast bowler Mohammad Irfan claimed two for 18.Left-arm fast bowler Wahab Riaz got one wicket while other left-arm fast bowler Mohammad Amer could not take any wicket conceding 20 runs in four overs and captain Shahid Afridi after getting a first-ball duck also failed to get any wicket giving away 35 runs in four overs.Earlier, Mohammad Hafeez notched an unbeaten 70 off 49 balls with nine fours and a six after his captain Shahid Afridi won the toss and decided to bat.",sports
"Pakistan made 157 runs for the loss of five wickets in their warm-up match against Sri Lanka in preparations of the World Cup Twenty20.Mohammad Hafeez notched an unbeaten 70 off 49 balls with nine fours and a six after his captain Shahid Afridi won the toss and decided to bat first here at Eden Gardens on Monday.No other batsman could make any significant contribution as the second highest score was 23, by opener Sharjeel Khan while Afridi fell for a first-ball duck.Umar Akmal (19), Ahmed Shehzad (18) and Sarfraz Ahmed (13) were the other scorers with Imad Wasim, who was two not out.Paceer Thisara Perera was the most successful bowler for Sri Lanka, claiming two wickets for 21runs.",sports
"Pakistan won the toss and decided to bat first against Sri Lanka in their warm-up match on Monday.Teams:Pakistan: Sharjeel Khan, Ahmed Shehzad, Mohammad Hafeez, Sarfraz Ahmed, Khalid Latif, Mohammad Amir, Anwar Ali, Mohammad Irfan, Imad Wasim, Mohammad Sami, Shahid Afridi (Captain)Sri Lanka: AD Mathews (captain) , PVD Chameera, LD Chandimal, TM Dilshan, HMRKB Herath, DSNFG Jayasuriya, CK Kapugedera, KMDN Kulasekara, RAS Lakmal, SL Malinga, NLTC Perera.",sports
"Pakistan Twenty20 skipper Shahid Khan Afridi has been served legal notice over his remarks about getting more love in India.The legal notice has been served by a local advocate from Lahore.Afridi said on Sunday, ""We have always enjoyed playing in India. People here always give us a lot of love,"" he said. ""There are very few nations where I've enjoyed cricket as much as I've enjoyed cricket in India.""""We got a lot of love here, we did not get this much love even in Pakistan, I can tell you. We always enjoyed playing here.""Also Read:<span style=""color: #0000ff;""><a href=""http://www.thenews.com.pk/latest/104943-Pakistan-team-physically-mentally-fit-to-play-in-India-says-Afridi"" style=""color: #0000ff;"">We have always enjoyed playing in India</a></spanAccording to the notice, the remarks made by Afridi were against the interest of Pakistan, therefore, he should apologize to nation and withdraw his statement.",sports
"Top seed Serena Williams turned an early challenge into an eventual cakewalk as she beat Russian-born Yulia Putintseva 7-6(2) 6-0 in the third round of the BNP Paribas Open in California on Sunday.As boxing great Mike Tyson watched on, Williams punched below her weight in the first set, during which she made 29 unforced errors and had to break Putinstevas service to force a tiebreak.The second set was not a fair fight, with business as usual resumed as Williams overwhelmed her opponent.""I started to get more confidence to continue to go for it, Williams told reporters, referring to her strong finish.The 34-year-old American ended with seven aces and moved closer to her first title at Indian Wells since her infamous win in 2001, after which she boycotted the event until finally returning last year.Serena was booed throughout the 2001 final by a crowd that assigned her the blame for the withdrawal by her sister Venus before their scheduled semi-final.While Williams got a good workout on Sunday, world number three Agnieszka Radwanska of Poland barely raised a sweat as she continued her bid for a first Indian Wells crown by beating Monica Niculescu 6-2 6-1.Radwanska reached the final in 2014, when she lost to Italys Flavia Pennetta, a result she uses as motivation.""I really want to have (this) trophy at my home,"" Radwanska told reporters. ""This is one of the biggest tournaments (on tour). So this is another year to try.""Eighth seed Petra Kvitova outlasted Johanna Larsson 6-3 4-6 7-5 in a match that lasted more than two hours, while last years runner-up Jelena Jankovic dispatched Coco Vandeweghe 6-0- 6-1.On the mens side, Kei Nishikori cruised past Mikhail Kukushkin 6-3 6-3.The Japanese player needed just 70 minutes as he converted four of his five break points and improved his record at a tournament that has not been kind to him.I've never done well in Indian Wells but I'm becoming better feeling, so should be good this year, he said. I'm not the biggest server on the tour, so I try to mix it up, try not to panic, stay relaxed and focused.Frenchmen Jo-Wilfried Tsonga and Gilles Simon both advanced with victories, as did Spains Feliciano Lopez. German 18-year-old Alexander Zverev knocked off 23rd seed Grigor Dimitrov 6-4 3-6 7-5.",sports
"New Zealand Women began their World T20 campaign with an easy seven-wicket win after a late collapse restricted Sri Lanka Women to 110 for 8 in Delhi.Sri Lanka won the toss and chose to bat, and their opening pair of Chamari Atapattu and Yasoda Mendis stitched together a 39-run partnership.Mendis and Dilani Manodara built on that base, taking Sri Lanka to a promising position of 82 for 1 by the 13th over.The loss of Mendis to Amy Satterthwaite, however, sparked off a slide that undid the work of the top order.Manodara fell in the 15th over, after top-scoring with a 31-ball 37, and her wicket meant that the impetus Sri Lanka needed in the final leg of the innings did not materialize.They scraped a mere 23 runs off their last six overs for the loss of six wickets.Offspinner Leigh Kasperek took 2 for 19 but Sri Lanka also lost as many as three batsmen - including Manodara and captain Shashikala Siriwardene - to run-outs.New Zealand's chase of 111 was clinical, despite a minor blip when they lost three wickets in as many overs.The openers, Suzie Bates and Rachel Priest, gave them early control adding 64 in the first 10 overs.Sara McGlashan and Satterthwaite then struck a flurry of boundaries to take New Zealand home with 25 balls to spare.",sports
"New Zealand spin trio demolished the batting power house of India to record a 47-run victory in the opening match of the World Twenty20 Super 10 here at the Vidarbha Cricket Association Stadium on Tuesday night.Chasing an easy target of 127, India were bundled out for a mere 79 in 18.1 overs. All their batsmen failed to get into runs except captain Mahindra Singh Dhoni (30) and Virat Kohli (23) showed some resistance against the Kiwi spinners while Ravichandran Ashwin (10) was the only other batsman to get into the double figures.Left-arm spinner Mitchell Santner captured four wickets for 11, his career best bowling figures, while leg-spinner Ish Sodhi bagged three for 18 and off-spinner Nathan McCullum claimed two for 15.Earlier, Corey Anderson top scored for New Zealand with 34 but it was Luke Ronchis (21 not out) 11-ball cameo that took them to a modest 126-7 after captain Kane Williamson won the toss and decided to bat first.Williamson read this pitch perfectly. He had the guts to leave out Boult, Southee and McClenaghan on this pitch and play Sodhi, Nathan McCullum and Santner, who beat India at their own game to give them a humbling defeat.This was Indias second lowest total in a T20 International as their record remains at 74 against Australia at Melbourne in 2008.India remain winless in T20 internationals against New Zealand, having lost five in five. New Zealand are the only side to whom India could not beat so far. ",sports
"New Zealands spin-heavy attack will have their work cut out as they set India a 127-run victory target in the first Super 10 match of the World Twenty20 at Nagpurs VCA Stadium on Tuesday.The tournament proper got underway with Martin Guptill hitting the first delivery over bowler Ravichandran Ashwins head for a six but New Zealand slumped to 35-3 in the seventh over after opting to bat first in the Group Two contest.Corey Anderson top scored for New Zealand with 34 but it was Luke Ronchis (21 not out) 11-ball cameo that took them to a modest 126-7.New Zealand included three specialist spinners -- Nathan McCullum, Ish Sodhi and Mitchell Santner -- in their squad on a track that offered significant turn.",sports
"Experienced India women defeated Bangladesh by 72 runs in a one-sided opening match of the Womens World Twenty20 here at the M Chinnaswami Stadium on Tuesday.Chasing a huge total of 164, Bangladesh women could not resist against Indias off-spinner Anuja Patil and leg-spinner Poonam Yadav, who restricted them to 91 for five in their 20 overs. Both bowlers took two wickets each for 16 and 17, respectively.Bangladesh womens main scorers were Nigar Sultana (27 not out) and Sharmin Khan (21).Earlier, India women blasted their way to 163 for 5, comfortably surpassing their previous T20I best of 151, also against Bangladesh at the 2014 edition.Mithali Raj (42) and Vellaswamy Vanitha (38) did the early running, Harmanpreet Kaur (40) gave impetus in the middle, while Veda Krishnamurthy sustained the surge at the death and remained not out on 36.For Bangladesh, Fahima Khatoon and Rumana Ahmed claimed two wickets each.",sports
"New Zealand captain Kane Williamson won the toss and elected to bat first against India in the opening match of the Super 10 Group 2 in the World Twenty20 here at the Vidarbha Cricket Association Stadium on Tuesday.New Zealand left out their two best fast bowlers Trent Boult and Tim Southee to accommodate three spinners - Nathan McCullum, Mitchell Santner and Ish Sodhi.India are stuck to the same XI that won the Asia Cup a week ago. Jasprit Bumrah makes his World T20 debut.New Zealand players are wearing black armbands in respect to their former captain Martin Crowe, who has recently passed away.Teams:India:Rohit Sharma, Shikhar Dhawan, Virat Kohli, Suresh Raina, Yuvraj Singh, Hardik Pandva, Mahindra Singh Dhoni (captain &amp; wk), Ravindra Jadeja, Ravichandran Ashwin, Jasprit Bumrah, Ashish Nehra<br/><br/>New Zealand:Martin Guptill, Kane Williamson (captain), Colin Munro, Ross Taylor, Corey Anderson, Grant Elliott, Mitchell Santner, Luke Ronchi (wk), Nathan McCullum, Adam Milne, Ish Sodhi",sports
"The Cricket Association of Bengal (CAB) on Monday confirmed that they are planning to felicitate eight legendary cricketers from India and Pakistan ahead of the two sides locking horns in a World Twenty20 group encounter on March 19.Sunil Gavaskar, Sachin Tendulkar, Rahul Dravid, Kapil Dev, Imran Khan, Waqar Younis, Wasim Akram and Intikhab Alam would be handed over mementoes prior to the start of the highvoltage game that is expected to draw huge crowds at the iconic Eden Gardens, Cricket country reported.We plan to felicitate four legends each from India and Pakistan.<br/> We will be giving them mementoes at around 6 in the evening just before the start of the game, a senior CAB official informed.The tickets for the muchawaited clash are in hot demand and Eden is expected to be filled to capacity for the clash.Speaking about the premier clash between the two neighbours, the official said: We are likely to distribute the tickets from March 15 or 16. It all depends on the CAB President Sourav Ganguly as to how he distributes them. But it will be a full house no doubt.",sports
